N	gene	beta	pval
6825	D1Ertd622e	-7.95439471113013	0.0594565900566139
6914	Dab2ip	-3.79596251231516	3.44880185990564e-08
6920	Dad1	-3.26563930250086	3.21207403658105e-07
6929	Dap	-4.47890341299847	7.6200111374284e-05
6930	Dap3	2.07665390771175	0.0194029186002881
6932	Dapk2	-9.44136016744818	0.000100505417106421
6936	Dars	4.5931718243646	0.999999865486721
6939	Daxx	5.08622224370328	1
6941	Dazap2	-15.0942100409057	0.628629798458634
6946	Dbi	-2.43792632788275	0.000919200119055145
6958	Dcaf1	2.03291767470567	0.00044324576858837
6971	Dcaf8	2.31326042081773	0.999999865486721
6983	Dck	4.6011171315503	0.106023411274899
7004	Dctn2	-2.81925593452082	1.82176353414602e-05
7007	Dctn5	-2.76077024804315	0.00217160133379189
7016	Dcxr	-4.68437158693862	0.00197316019868751
7021	Ddb2	4.86721915172795	0.649290662788516
7038	Ddx1	2.07034896570654	0.0591392259869222
7046	Ddx21	2.58995178086063	1
7048	Ddx24	2.8789014564064	2.33915112979748e-07
7050	Ddx27	2.2465740826047	0.024921885598687
7054	Ddx39b	5.5886971206544	0.00224630118055712
7055	Ddx3x	3.74879749923243	0.000433294279518493
7059	Ddx42	7.53056959590311	6.50357173124934e-07
7061	Ddx46	3.30236733223136	3.52997553879433e-05
7064	Ddx5	28.0655025050973	0.00215671770518264
7068	Ddx54	2.01507437073346	0.00197380581880532
7071	Ddx58	3.40834568255679	1
7074	Ddx60	3.38808412951422	0.0855755648712592
7080	Def6	2.27435491701683	7.67627841815824e-05
7134	Dek	-3.02469424984167	0.0138470250681983
7136	Denn2b	-5.45797541690919	0.0588187232445978
7139	Dennd1b	-3.97982661348221	4.22590146115306e-05
7143	Dennd2d	13.7959455630831	0.395277192935403
7144	Dennd3	-2.47059589230895	2.92646184198566e-05
7145	Dennd4a	-12.3207868653055	0.174151354864772
7177	Dgka	87.1119785317227	2.85218850120173e-09
7179	Dgkd	2.5250541042562	0.000167647474391624
7203	Dhrs3	-10.6286589789849	0.187987264635055
7205	Dhrs7	-3.62576442925378	0.390944852898294
7210	Dhx15	2.68359243774756	0.00188499077670708
7213	Dhx30	3.26897991783397	0.736822400450673
7228	Diaph1	-3.14942387782738	0.00505156004822277
7256	Dkc1	5.2642949742929	0.000274342093302066
7266	Dleu2	-6.88598307967366	3.24872879163751e-08
7337	Dnah8	3.23891564154081	3.80571375945109e-09
7344	Dnaja3	2.32529001332464	0.153227614772292
7346	Dnajb1	-2.67330630917055	0.0768815986819237
7347	Dnajb11	-2.42353086278192	0.00340943891462273
7353	Dnajb4	-3.67802620854252	0.000919263619477397
7360	Dnajc1	-5.38488451040056	1
7365	Dnajc14	-2.808808806517	0.111307640021198
7366	Dnajc15	-13.6671783581862	5.85399816729797e-10
7386	Dnajc7	14.6970442156553	0.000340580429603804
7388	Dnajc9	3.90237953602165	2.4452685948468e-07
7404	Dnm1l	-2.16580469482182	0.460808094311381
7405	Dnm2	2.18614909168557	1
7409	Dnmt1	-3.89211972655166	0.00220278976436038
7428	Dock11	-5.09768554802781	2.49265023831957e-07
7429	Dock2	-21.9318076269186	0.164993935693235
7432	Dock5	-5.56644528411133	0.753435007827179
7435	Dock8	2.70899312456881	0.00462082002681081
7439	Dok2	-29.2007284887314	4.15710485796577e-06
7447	Donson	2.69189011628545	0.412723739895737
7448	Dop1a	3.07478126778889	4.60194378886079e-05
7465	Dph5	9.30761326449477	3.99454047101886e-08
7472	Dpp3	-2.21868852027479	0.000260486635935454
7473	Dpp4	19.1575979583559	3.71647725670016e-09
7476	Dpp8	-2.41483490053051	6.22002096977798e-06
7482	Dpy19l1	-3.01554297823809	4.53775118583871e-07
7489	Dpysl2	-14.6498704872555	1.15736312456968e-07
7543	Dtx1	12.3081278557122	0.00134227095662955
7546	Dtx3l	6.25050779909037	0.00120756236328834
7559	Dusp1	-2.37996235300015	0.19685342651029
7560	Dusp10	3.99779420391236	0.675397856303848
7561	Dusp11	-2.22901418353739	3.91301477382789e-06
7569	Dusp2	-2.90764629027053	0.383119187079759
7570	Dusp22	-2.77237149285033	1.22735530042625e-10
7577	Dusp5	-2.88608845645932	0.340156332616766
7587	Dvl3	-2.19056299009322	5.53440370344735e-09
7596	Dync1i2	-2.64367874283865	0.00855224698734527
7597	Dync1li1	-2.54376810539813	0.00292243333823157
7610	Dynlt3	-2.66053166166133	1
7613	Dyrk2	2.52994555973406	8.74027005905086e-07
7619	Dzip1	2.8582646548068	0.0139515440485132
7690	E430014B02Rik	4.35049176348148	9.37313749733514e-07
7695	E4f1	2.59991523509046	0.204796214794862
7720	Ebp	-3.49073481958125	3.50295134677718e-05
7726	Ech1	-4.41765364613763	0.0338457962449362
7749	Edem1	6.18033790694661	0.00840585573634059
7760	Eea1	-3.35700938223849	0.0468772148408783
7762	Eef1a1	138.796579779757	7.80129216497146e-07
7771	Eef1b2	42.7465876230676	0.473017400268937
7774	Eef1g	4.99927379153486	1.79809064494529e-11
7775	Eef2	87.3878619135056	9.82972245587229e-06
7777	Eef2k	-4.14290999097934	3.31256031198747e-10
7779	Eefsec	2.692360507824	0.000664199471496002
7801	Efhd2	-33.9551488790858	0.117326016258701
7831	Ehbp1l1	-11.248098054994	0.0201450045270074
7834	Ehd3	12.827412906094	8.82358541837076e-06
7835	Ehd4	-4.11199117560183	0.716222953164213
7845	Eif1	-5.29117286951662	3.98306567416501e-06
7852	Eif1b	-2.27385987622705	0.303253007791531
7869	Eif2s3y	-6.84073554784363	0.708114848569668
7870	Eif3a	4.09002940072451	1
7874	Eif3e	11.5329114533777	0.918060142482623
7875	Eif3f	2.36888977411006	0.770678777036702
7877	Eif3h	5.57200740591058	0.0075493448959589
7878	Eif3i	3.26603999506318	0.00273406252035645
7881	Eif3k	7.47204544305746	0.000132298169607289
7882	Eif3l	2.64800800803991	0.0312264037026658
7883	Eif3m	3.02183553313764	3.99382364924614e-09
7890	Eif4a2	7.7226106494507	5.8248302852366e-11
7894	Eif4b	5.08875073204089	0.0115591319855444
7897	Eif4e2	-3.13838153695441	0.0360047749252079
7898	Eif4e3	-2.04726430962742	0.053022462391681
7903	Eif4g1	2.58336292698987	0.00700897760183127
7907	Eif5	5.93333583524791	0.00100187218852317
7908	Eif5a	-10.1608267911606	7.21929214787728e-10
7922	Elf1	4.70632291711843	0.865432516315011
7925	Elf4	-8.03873369686638	0.0158351479963701
7930	Elk3	-2.24390371579335	6.74967679100856e-08
7935	Elmo1	2.68918371707912	1
7936	Elmo2	-23.1376243033315	0.00408475471941969
7948	Elovl1	-6.34821657268572	0.0503339623708051
7952	Elovl5	6.23801565914133	0.0703734008685963
7953	Elovl6	-2.22090408973494	0.417759634273012
7954	Elovl7	-3.70783075178621	0.000276752062880623
7956	Elp2	2.33708027922664	0.0016932273831018
7961	Emb	25.7785537169055	0.999999809769497
7964	Emc2	-3.61043044582235	0.0188872539347169
7965	Emc3	-2.80609094848411	1
7975	Emg1	7.90219136333046	0.121851231156281
7976	Emid1	-5.24819122930678	1
7982	Eml3	-5.41684787249028	0.0115898554029616
7988	Emp3	-5.09905514169634	0.3849274844636
7998	Endod1	-4.01507318173859	0.00204384670539441
8007	Eno1	-5.54331706201394	7.50699402714878e-06
8016	Enpp1	-4.28485266511106	0.128561952358488
8019	Enpp4	-4.4849758485829	1
8020	Enpp5	-3.85692752167111	0.109792713745881
8025	Entpd1	-7.12277494934494	0.00100988289665211
8029	Entpd5	5.43066704896813	0.280571132346274
8036	Eomes	-21.097331585108	3.90207958396029e-08
8037	Ep300	-2.57097663486069	1
8068	Ephb6	2.79417910126862	6.62945912457859e-05
8069	Ephx1	3.86648524902861	0.0296566269735698
8074	Epm2aip1	2.28727227643979	0.00010047935370267
8085	Eprs	3.38217475037626	0.518900402771512
8086	Eps15	-2.16467712786952	3.71432269882701e-11
8092	Epsti1	-10.5006787956275	2.975232411111e-10
8097	Erap1	2.11576637180539	0.000569698293427785
8121	Ergic1	-2.16352719191068	4.78696418379381e-09
8122	Ergic2	-2.26696171225027	0.00111720479810385
8141	Ermp1	-2.70330897901252	0.0415300412326965
8142	Ern1	-3.90766031951634	0.519169211222526
8148	Erp44	-3.17030804996571	0.747853299493616
8149	Errfi1	-3.12901004726539	1
8154	Esd	-2.06024717720354	0.000175291012217546
8173	Espn	3.81686274765369	1.37031493149803e-07
8184	Esyt1	-15.233994898829	1
8185	Esyt2	2.4753628537879	1.19072214944747e-06
8189	Etf1	2.06889527348133	0.0466697247476729
8192	Etfbkmt	2.13529105528887	6.02205686988017e-06
8197	Etnk1	7.61719347481455	2.03294465892974e-08
8202	Ets1	64.5733891973032	0.42092575058046
8203	Ets2	3.13275298216281	0.673590311575693
8206	Etv3	4.1372014860083	1
8222	Evl	3.53563128742847	0.00116348148820619
8233	Exoc2	-4.49382322350695	0.999999767016167
8240	Exoc6	-7.82451195266946	0.00130624062228197
8245	Exosc1	2.1242913660929	0.405616168790895
8246	Exosc10	2.19706128368245	0.0221390857936424
8252	Exosc8	2.65788010114976	0.0134214238929789
8260	Eya1	-3.69111241201669	1.93537035826737e-08
8266	Ezr	4.1709685672318	0.492549618095466
8274	F2r	-10.8123897193171	9.84424224184976e-06
8276	F2rl2	-3.04699811250944	0.00150008969917642
8305	Faah	15.3256481779482	0.00291458666206634
8334	Fam102a	3.89370659774414	9.05207437188242e-07
8338	Fam107b	-3.23164683360994	0.00388073719584402
8342	Fam111a	-2.03279568326598	0.00721861891981055
8344	Fam114a2	2.42967159359956	0.999999865486721
8347	Fam118a	3.05543134337438	0.914296295635056
8357	Fam126a	-3.6477872368494	4.21978336847794e-06
8359	Fam129a	-3.62468969404036	1.40889732835223e-09
8374	Fam149b	7.10356284081163	2.35224417255025e-14
8379	Fam160a2	4.28306596950964	4.40817990702155e-06
8396	Fam169b	14.124458026571	7.25411038216383e-12
8420	Fam189b	10.7666409492127	0.000408050438123763
8425	Fam204a	-2.83335389255041	0.0295676174079195
8435	Fam214a	-2.68954675437522	1
8455	Fam234b	2.88564792273855	0.00182333995458564
8463	Fam32a	-3.1678584826583	7.64919912596503e-05
8466	Fam3c	7.15403897265634	7.51745655553748e-06
8472	Fam49b	-5.44749975175368	0.155372953775252
8475	Fam53a	3.48452393622847	1
8476	Fam53b	-5.64780730453629	2.82121133575436e-05
8490	Fam78a	20.1768483178426	5.45544021668263e-09
8527	Far1	-5.76945145657265	1.62238788826037e-07
8535	Farsb	4.09557497941511	0.000463562203090941
8536	Fas	3.10211120550748	0.325349477074333
8537	Fasl	-21.0370318831123	0.00248267385202988
8549	Fau	2.62843469656134	3.02784449404074e-16
8576	Fbxl2	-2.78103447268644	2.08418812861863e-05
8593	Fbxo22	-3.52235093709446	0.550936867550181
8623	Fbxw11	-2.10716270416734	0.0351694834164123
8648	Fcer1g	-99.978680049287	3.41662013164719e-11
8653	Fcgr2b	-5.41389297661496	0.0836439486024236
8654	Fcgr3	-6.08757812153116	1.03955548974008e-08
8657	Fcho1	-6.84694882514747	1.13707321966016e-07
8658	Fcho2	-8.08876531412737	1.57017784000404e-12
8660	Fchsd2	4.27561945823924	0.594019668943745
8693	Fermt3	12.1977859386834	4.71063779069276e-06
8694	Fes	-6.81035665688599	2.14628122496184e-05
8748	Fgl2	-38.1165134133863	0.288465755451749
8749	Fgr	-2.72492364320735	0.0448490420560342
8772	Filip1l	2.68720116129035	3.57237255166411e-07
8784	Fkbp1a	2.74925035102218	1.05717294103067e-05
8790	Fkbp3	3.503833708406	0.369246545555195
8791	Fkbp4	-22.1206074967141	6.83418296486362e-08
8792	Fkbp5	-5.80588879419043	1.32168720992377e-09
8805	Fli1	-6.6855734367917	0.00731779768546832
8807	Flii	-9.49136444894327	2.24163270385638e-05
8808	Flna	-17.8258052204007	0.00249822831825899
8827	Fmnl1	-3.69758936654744	1
8843	Fnbp1	-8.02463736756533	8.50916352444667e-05
8845	Fnbp4	3.6137014892919	0.00149018242148568
8861	Fntb	4.0502641430153	0.000132769194668959
8862	Focad	3.39919810400743	0.0941921070575574
8870	Fosl2	-2.37748473819181	0.549758716359074
8901	Foxo1	11.477896651977	1.18984374911079e-07
8906	Foxp1	30.4788216000505	6.62241553664525e-12
8939	Frmd4b	-6.48941662704838	1
8943	Frmd8	21.8644863085285	0.00599186036428611
8956	Fryl	-11.9863095021643	0.00553385517973223
8980	Fth1	-19.5774493311473	3.31154884683279e-09
8986	Fto	2.34880095520068	0.335458544754857
8988	Ftsj3	3.48981935033569	0.0549679953846962
8990	Fubp1	13.8165002453509	1.52896746846931e-07
8992	Fuca1	-2.28068942655429	0.0145427649911136
8993	Fuca2	-8.11584417473717	0.250600518747556
9001	Fut11	-3.26172636459428	5.93454165340627e-05
9006	Fut8	-2.79512516107807	0.000462917921821057
9017	Fxyd5	3.20487818675835	0.332390247163642
9020	Fyb	11.258238050202	0.014591373994295
9022	Fyco1	3.10356762116543	0.854325476009183
9023	Fyn	-12.6002206974264	3.57533880359817e-06
9031	Fzd5	-2.82641453844156	5.97875984077663e-05
9039	G3bp1	9.64057911473979	3.45177297602588e-10
9063	Gab3	-6.19590634581381	0.000178040161746073
9064	Gabarap	-6.24253335411366	0.00428229813706089
9089	Gabrr2	2.32266496475084	2.70948562960043e-07
9114	Galnt10	2.36468224657856	1.56951658468862e-08
9127	Galnt6	11.8370299197572	0.00042368388485256
9141	Ganc	-2.92302849358986	0.862187824871812
9143	Gapdh	-13.5330281892052	3.9846669321726e-09
9155	Gart	4.69544261863018	0.652316057411903
9161	Gas5	12.3418967853981	0.632015370851552
9163	Gas7	-19.1802626022972	1.96690963477931e-05
9170	Gata3	-2.79069230120287	6.35945951033525e-07
9177	Gatad2a	-9.00306589890612	0.0660532667310611
9186	Gbe1	-2.72952110738796	1
9191	Gbp2	7.69104609326604	0.259106189841629
9194	Gbp3	-3.07646221929388	0.413579260798741
9195	Gbp4	9.75657758116211	1
9197	Gbp6	2.27247789980407	0.0100487744544327
9198	Gbp7	-3.33309748445402	0.115908086151768
9200	Gbp9	7.16608277350852	0.0441070545163215
9220	Gcnt1	-4.2575400745052	0.00827123996650896
9250	Gem	-19.6882619386967	1
9256	Gemin7	-2.21678917500176	0.0476828507997437
9281	Ggct	-2.20776363948567	0.0791209904062039
9283	Ggh	-2.16774539170794	1
9288	Ggt1	2.52531536697226	3.42617726551218e-08
9289	Ggt5	3.80075868723526	4.16159129301733e-09
9292	Ggta1	-3.70662706375436	0.508520015967716
9295	Ghitm	-3.69673242038933	0.00651098239269513
9306	Gimap1os	-2.69064207968217	0.00126991004865072
9307	Gimap3	31.0563078129652	0.000253169568581996
9308	Gimap4	-2.74949004070798	1.03023069666397e-06
9309	Gimap5	-9.77392627178493	3.89837420719655e-06
9310	Gimap6	31.3962114181653	1.2315096909364e-07
9311	Gimap7	-6.87011530152706	0.000595750238154645
9312	Gimap8	-5.47099670800061	0.588334618425559
9313	Gimap9	-6.13654645132826	0.0421966570544091
9368	Glipr1	-2.89083337032101	0.0160997947979962
9372	Glipr2	-3.93138554453062	2.27877083798311e-07
9377	Glmp	-3.07601159822974	6.95352982848877e-05
9391	Glrx	-2.73713733431517	8.97831158622035e-09
9402	Gltp	6.40643720291731	1
9405	Glud1	-6.77214629539461	1
9410	Glyr1	-3.8953878028428	0.00191275534302171
9641	Gm10522	-2.36914887713561	0.316011256369492
9732	Gm10717	-3.63183119946994	0.000114766512100482
9777	Gm10800	-237.878225877594	4.95908889394122e-05
9778	Gm10801	-51.5003984020984	3.87776219387602e-05
9931	Gm11346	3.89965165328875	2.08755407153739e-10
11833	Gm14029	-2.12571454935589	8.15597015277359e-06
11894	Gm14125	-5.0992537797942	0.0608122621540546
12857	Gm15708	4.49952049972322	7.68837634122351e-08
13306	Gm16286	5.01422499211809	0.0422167191498972
14605	Gm19585	-10.1547132560552	0.000122527273934508
14622	Gm1966	-4.30722450467476	8.97724191239576e-07
14960	Gm20696	3.70687329508297	5.83715449317271e-10
15138	Gm21738	-20.0867567917098	6.21957172569656e-05
17410	Gm26740	8.65516185952339	0.744563482091753
17452	Gm2682	4.2627404734041	0.0303726836422571
17830	Gm28112	5.89995679696613	5.90013388307721e-09
18135	Gm28875	-62.8521957700072	1.48966793686642e-06
18559	Gm2a	15.2775353839207	0.197739971662773
19086	Gm33104	-4.70122881856157	0.348756574118341
19210	Gm34006	5.47248267670605	0.000699087078421341
19704	Gm36723	-2.82181376721233	0.0014322558478951
19822	Gm37033	4.17894868930168	1
19944	Gm37176	2.559489194327	2.51670111884455e-07
20001	Gm37248	4.05707255376698	0.00645107993786441
20767	Gm38244	19.0404421283018	3.32411493606365e-08
21009	Gm39323	3.2921099452764	2.10118927088006e-05
21024	Gm3940	-2.21587679215087	0.00986725530182119
21334	Gm42449	3.51844045786612	0.00630005172582098
23076	Gm44752	-2.42731725680057	0.177323804799296
23643	Gm45552	12.4090247607445	0.000232232015765547
24097	Gm47087	2.20000330366859	1.46809116417411e-07
24482	Gm4759	-22.2553171287698	0.00860438844485371
25987	Gm49396	2.96386339216191	0.151004133966804
26118	Gm4956	-6.25861807171112	0.00352106659268374
26480	Gm50012	-2.34044029622949	1
27816	Gm6637	-19.4194107549857	0.052194002978119
28702	Gm8369	13.3077571668535	6.53053295615722e-06
29015	Gm8995	-39.6646073149885	5.98295552278561e-11
29467	Gmfg	2.37164978106276	0.00359390381886407
29483	Gna15	-2.10787634196157	1.72227838836759e-05
29486	Gnai3	-4.18136751371462	0.626010527238297
29496	Gnb1	-9.30508555801945	0.0030298373698397
29508	Gng2	-3.22861488561566	0.0162579086665831
29517	Gnl2	2.23078625566978	1
29518	Gnl3	3.70132259734695	0.0853656309746137
29521	Gnpat	-2.03100644403603	0.00430438930177081
29525	Gnptab	-5.95699464371212	0.587547643497469
29526	Gnptg	-4.61706632015572	0.18389356570426
29529	Gns	-4.90811403611967	0.150382812677533
29538	Golim4	-2.22025603433989	0.999999865486721
29539	Golm1	-4.79200381139236	0.0801034169355702
29575	Gpatch4	2.52390367253416	0.68201429152366
29578	Gpbp1	2.93895378907234	6.85017712312546e-09
29580	Gpc1	-4.58460772466749	0.999999865486721
29586	Gpcpd1	7.80792689359862	0.259387902968818
29588	Gpd1l	2.27953540919767	1.00406091519183e-05
29589	Gpd2	-3.84432989348769	0.999999809769497
29595	Gpi1	6.41551938007453	7.0058084577172e-10
29615	Gpr137b-ps	-2.82385501192469	0.0067041885963971
29622	Gpr146	5.35542990316104	1.49427014449158e-05
29633	Gpr160	-4.19683597978376	9.39195517854047e-06
29637	Gpr171	-17.0249685660099	3.9974634386612e-11
29639	Gpr174	-2.02044072701266	0.00139264138964144
29642	Gpr18	2.39189148443762	0.0336407375984282
29645	Gpr183	10.5700589562654	0.675654999428021
29670	Gpr65	-4.88432951466443	0.0903032237611113
29689	Gprin3	-5.6140693616433	1.40806217159761e-07
29692	Gpsm1	-2.48926762359602	0.122182595450365
29697	Gpx1	4.17183759056748	0.0395860229399563
29708	Gramd1a	18.4042430511882	0.999999809769497
29709	Gramd1b	-2.19482202887534	3.41844545299114e-07
29712	Gramd3	20.0780641485272	0.0415271428286229
29713	Gramd4	-5.52337572917818	9.58046058797304e-09
29714	Grap	7.27000027242682	0.00201323488872384
29715	Grap2	11.5851174405413	3.82197701087775e-10
29751	Grina	-9.48297307525507	0.000710637539198819
29763	Grk6	3.49469163364642	0.00110106908078275
29780	Grwd1	2.65647341765419	0.00820219502630127
29782	Gsap	-36.702377830594	0.0689135136144808
29804	Gsn	3.70504970144601	3.86066838522729e-06
29816	Gstm1	-3.28972613280981	0.000184803427712752
29829	Gstp3	4.2391422085652	0.0255875034074403
29836	Gt(ROSA)26Sor	2.24850454521281	8.72105552065562e-08
29838	Gtf2a1	-3.41169798155952	7.43602497584178e-11
29851	Gtf2i	22.7301608462348	0.107495384399886
29857	Gtf3c3	2.07477358595588	6.99049295585382e-05
29863	Gtpbp2	2.45500897876786	1
29865	Gtpbp4	3.71058456365939	1
29880	Gucd1	7.4182042499305	2.87163062487368e-08
29898	Gyg	-6.51788000289416	0.180794299099615
29904	Gzma	-481.261857661049	0.00417123326178087
29905	Gzmb	-38.6592696551239	1
29912	Gzmm	-2.10840421927522	0.774757354489679
29929	H2-D1	-155.581457225678	8.09596285400228e-12
29936	H2-K1	-29.3422134074916	0.00107872718588335
29952	H2-Oa	2.84995921086684	2.45069326072586e-06
29953	H2-Ob	7.38836170117681	3.92970094526693e-08
29961	H2-Q5	-3.33751371779627	5.40119779746986e-06
29962	H2-Q6	-44.8425111916383	1.55437786532097e-05
29963	H2-Q7	-15.9744421782554	3.45027357535767e-05
29966	H2-T22	4.82114794813304	0.00910113222244056
29967	H2-T23	6.02120442858822	1.28335344682639e-07
29968	H2-T24	5.5533366146914	5.80784373739676e-06
29990	H2az1	-23.008359763377	0.19848755886294
29991	H2az2	-2.26287308204648	0.000716898964324095
30022	H3f3b	-2.59461958762507	0.00206939253886163
30038	H6pd	-2.3994439121276	0.0103316968871156
30044	Hacd3	5.05219469418847	7.43159336536017e-09
30046	Hace1	-3.68329521099382	0.226768786327804
30048	Hadh	2.39987856443538	1.69725766050245e-06
30075	Haspin	-2.54793320084649	0.232356862975324
30077	Haus1	3.48134978919928	9.3099356521538e-09
30079	Haus3	-3.09483830305926	0.000111250536241635
30080	Haus4	-2.30258722729222	0.00994920216063796
30111	Hcls1	-9.67734526130814	4.45148643577081e-12
30119	Hcst	58.6114504166293	1.45270971791259e-11
30126	Hdac4	14.5407598135049	2.97306628541953e-13
30129	Hdac7	3.49835328432161	1.44259263856247e-05
30141	Hdhd5	-2.57818064371587	1.09676828618741e-05
30142	Hdlbp	-2.38235936912097	0.000248532363256783
30144	Heatr1	2.36903004927694	0.000224302568977669
30145	Heatr3	2.47160284663939	0.00439887934065729
30150	Heatr9	-4.07004586267027	0.440872143920029
30157	Hectd3	-2.73155225734923	0.0167619061067372
30158	Hectd4	3.384139056774	0.672823617772596
30175	Herc1	3.17912956914354	1.83325229274679e-06
30180	Herpud1	-7.11159214093942	0.0980334587166993
30186	Hes6	-2.26808922314516	0.202354746334561
30190	Hexb	-4.41818736546522	7.14979375367558e-05
30204	Hgsnat	-4.24604814926638	0.261824793061544
30207	Hhex	-7.39836767622711	9.27551223936458e-06
30217	Hif1a	3.58927452472152	0.0370383339258188
30230	Hip1	-3.85796316663358	0.353610457987813
30231	Hip1r	-7.01427565456594	0.129889671005569
30234	Hipk3	-2.22874152415924	1.37664028390467e-05
30248	Hjurp	3.22397876362197	0.00186951348340679
30255	Hlcs	2.12461664012919	0.252539280499404
30285	Hmgb2	-3.69408411870936	0.000481949951653253
30292	Hmgcs1	2.39996759349916	0.0366584828935495
30294	Hmgn1	4.26456781652217	0.00245539134738455
30300	Hmgxb3	2.2579351278195	0.0767579359946505
30318	Hnrnpa2b1	4.17454476812364	0.00765649782694151
30321	Hnrnpc	2.54937701680305	0.00519650327917406
30323	Hnrnpdl	11.355597134885	2.09431497472107e-07
30324	Hnrnpf	2.11189348668374	0.000293216820394888
30325	Hnrnph1	-5.32046944558749	0.000227224387995787
30328	Hnrnpk	7.2818960311167	6.01212117781094e-08
30331	Hnrnpm	3.34090853133396	0.943172573879573
30332	Hnrnpr	4.56787100315407	0.0576526548451187
30333	Hnrnpu	5.47815370471647	4.92408436898179e-05
30343	Hook3	-2.61839527057132	8.48733888883977e-06
30389	Hp1bp3	7.78814614122336	0.266944584774786
30414	Hrh2	-3.62444816714909	0.91731048611527
30425	Hs3st3b1	-5.89089500626078	0.0169068801216277
30435	Hsd11b1	-24.2106208526964	6.50032050155653e-08
30454	Hsdl1	14.1385181856519	2.48500135746314e-08
30456	Hsf1	2.71485794433295	0.503304933649984
30463	Hsh2d	3.12288687243297	1.13467465190695e-07
30466	Hsp90ab1	-6.0321236721487	8.20181318838875e-07
30467	Hsp90b1	-18.9955263458821	7.02766176740076e-08
30478	Hspa5	13.7702110876436	4.75418404080987e-10
30479	Hspa8	-26.4892138150906	5.50561030586496e-08
30480	Hspa9	8.28711305009719	0.00119765739993932
30489	Hspbap1	2.24255120027229	1.93058203653598e-08
30504	Hsph1	-10.8209364075188	4.20487516752005e-08
30506	Htatsf1	2.75693202958874	1
30529	Huwe1	4.85178606640632	0.927086447240742
30550	Iars	2.30615786065197	0.911752536044707
30554	Ibtk	2.85237571731926	1.04343406743173e-09
30557	Icam1	-9.40017099969505	0.000244070753445573
30563	Icos	2.02312413431129	0.0176745786226232
30567	Id2	-68.4076732214367	0.00121279484853743
30568	Id3	26.5369109406682	1.77984912682503e-18
30570	Ide	-10.5092164573942	0.00268163361295921
30572	Idh2	6.73621632213822	0.114535573562484
30578	Idnk	2.09893110525157	0.45575149720457
30583	Ier2	-2.11676794134027	0.201796393502059
30591	Ifi203	7.97873012964543	6.08092125239191e-06
30595	Ifi206	8.69578695977046	0.0927567971689765
30597	Ifi208	12.4052591365988	0.0296539612006465
30598	Ifi209	5.57741293536534	5.53622679468236e-06
30600	Ifi213	10.6529928871292	0.197867678478382
30601	Ifi214	4.95385076429252	1.29931603114042e-06
30602	Ifi27	2.995777988431	4.13994808877977e-07
30603	Ifi27l2a	10.2316786593534	1.41773148439184e-06
30608	Ifi47	10.9111749230242	0.179378686729819
30610	Ifit1	7.86073360784961	1
30611	Ifit1bl1	8.5875193536659	0.291110571341805
30613	Ifit2	2.71248429136604	0.0182112683336441
30617	Ifitm10	-13.4059300584382	0.728783346848258
30633	Ifnar1	-2.59562900464665	1
30639	Ifngr1	-72.7010019305439	0.136779347837471
30640	Ifngr2	6.5972797404647	0.0843740111738108
30644	Ifrd1	2.04732277022769	0.999999809769497
30649	Ift20	-2.56454392632696	0.487960469165543
30657	Ift80	10.4356419855978	1.24217955637192e-16
30678	Igfbp4	49.610892412676	1.26534535958943e-08
30705	Ighm	32.3759946304042	0.0584906870534268
31008	Igtp	18.2973409645658	0.274068881348286
31010	Iigp1	6.18765332000477	1
31012	Ikbip	-2.09627901451966	0.111742076279809
31013	Ikbkb	15.8199367774835	1
31014	Ikbke	18.192504675471	9.13816162716975e-08
31016	Ikzf1	4.66982130165829	1.95419181968322e-10
31017	Ikzf2	18.4728373841453	3.7980267660836e-14
31018	Ikzf3	-29.1700691562205	1.70454947463548e-06
31022	Il10ra	-24.7821750682276	7.28306098883309e-06
31023	Il10rb	-13.7939910693071	0.999999865486721
31029	Il12rb2	-19.1071778165689	0.000207498378436188
31035	Il16	11.0797810440227	0.0816424052561685
31041	Il17ra	5.85061761429512	0.014016303025427
31042	Il17rb	2.21828196875586	0.000192051979352501
31048	Il18r1	-15.8265806010826	1
31049	Il18rap	-98.7888388418498	0.0629608863040472
31072	Il21r	13.6903266268831	0.00387615364575155
31081	Il27ra	20.2088707089985	0.00488133449890476
31083	Il2rb	-178.727894577575	8.55021773857997e-06
31084	Il2rg	18.2288280242478	5.33271001406618e-07
31093	Il4ra	16.7446772317524	0.0132406208465347
31097	Il6ra	8.46524857814634	1.7623231935486e-12
31098	Il6st	18.2521255856665	6.94385427638956e-10
31100	Il7r	54.0278555490736	0.802022493982431
31113	Immt	2.94990733972826	0.690155269465184
31116	Impa1	-2.53669317820568	0.143988426699254
31120	Impdh1	2.80613931134278	0.0269867894456545
31153	Inpp4a	2.03189067108313	0.000375282137472714
31154	Inpp4b	34.5062879914591	0.0162508209994208
31157	Inpp5d	-11.8227664099877	2.86153634056395e-08
31159	Inpp5f	2.83895512220879	1.80340443998704e-07
31190	Ints7	2.15231767266849	0.323302694819437
31195	Ip6k1	6.35258144916763	0.000619333799479343
31198	Ipcef1	14.446503158215	6.94344807095087e-09
31203	Ipo5	2.54662581068693	0.00508924831719565
31227	Iqgap1	-28.7502178554587	3.4988682204106e-05
31228	Iqgap2	-2.0640341236391	0.000624658557753828
