N	gene	beta	pval
31230	Iqsec1	-4.73732030533153	0.0433584955517335
31236	Irak2	-5.12211185477389	1.83973008077858e-08
31238	Irak4	-2.56655377147667	0.176523452797247
31240	Irf1	2.67446914895886	0.088281031069644
31243	Irf2bp2	2.07199957550182	0.000244596931475454
31244	Irf2bpl	-2.95485008553214	0.0677480663443245
31245	Irf3	2.22173664574761	0.0244291547507293
31249	Irf7	3.18483533240556	0.0561630502775714
31250	Irf8	-33.9392779612878	0.120730108870168
31251	Irf9	8.4787488507903	1
31253	Irgm1	8.35721913788686	1
31254	Irgm2	4.195685951838	1
31278	Isoc1	2.10891214795128	0.00103896990797329
31281	Ist1	-3.43467937854485	0.79527247116292
31284	Isyna1	3.47033086053749	0.00401545063874031
31285	Itch	-6.07686569713478	7.63000236113195e-05
31288	Itga1	-2.09051445843508	0.000468907948873915
31294	Itga4	-71.4352041779987	3.34866001969986e-10
31295	Itga5	-2.16847973315435	0.78813437992549
31300	Itgad	-2.40501619146868	1.41363883561973e-05
31301	Itgae	2.34418390959047	1.23484391295205e-12
31302	Itgal	-61.7848779356655	8.03735270837387e-08
31303	Itgam	-8.54994217187846	0.147074690716931
31304	Itgav	-3.01973214242309	0.000793065190998092
31305	Itgax	-35.7981069669612	0.000752837813856009
31306	Itgb1	-62.0175199837543	0.315758579988762
31307	Itgb1bp1	-2.11424068589267	0.221954589937936
31309	Itgb2	-113.150398321505	5.32748357816113e-09
31311	Itgb3	3.42692340304051	1.77677200715759e-06
31316	Itgb7	35.0769666987664	0.147964214709623
31323	Itih5	-4.79165940653251	0.48171505506321
31325	Itk	43.9922455910183	0.00520362579486134
31327	Itm2a	-5.31655842697855	2.67409706312058e-10
31328	Itm2b	-13.4500037904715	9.05198960874474e-07
31329	Itm2c	17.5322152711704	5.99836508371057e-09
31334	Itpk1	-3.45684018516744	0.00180529652699687
31336	Itpkb	3.42870219037021	0.367335475123412
31338	Itpr1	2.71019061330087	0.999999865486721
31339	Itpr2	2.22730903766312	0.000495532496953966
31344	Itprip	2.96738089578957	0.474877421514472
31348	Itsn2	-3.58633713329088	3.5767295963363e-06
31349	Ivd	2.3029005083842	0.000321793377410389
31355	Izumo1r	5.7338420357032	5.80765033580469e-09
31360	Jade2	-2.07009896339067	1
31365	Jak1	-74.3767960783811	0.00269733462567391
31381	Jmjd1c	-2.16944486138638	3.35565899014856e-06
31393	Jpt1	-3.28347613108226	0.0142807609222597
31401	Junb	-14.0741083295739	0.182820393211931
31417	Kantr	3.8573119063097	1.40276336309648e-08
31419	Kars	2.05102119983107	1
31421	Kat2a	2.46436933181048	0.00987971004926257
31434	Katnb1	-4.26900393229487	8.81930349742212e-06
31438	Kbtbd11	8.37837514022836	0.0219996602364616
31458	Kcnab2	-6.01228830235838	0.0930650736601732
31490	Kcnip3	-6.50871895436635	1.12626466856351e-06
31505	Kcnj8	-4.31314882233895	1
31517	Kcnk5	-3.9233627780278	0.000103785076312834
31531	Kcnn4	25.7199125042075	0.00149786672057311
31533	Kcnq1ot1	2.89923394345586	1.22776062511857e-08
31550	Kctd11	-2.43390900814673	0.000651466849096044
31551	Kctd12	-2.68935386268528	0.017226482644242
31571	Kdelr2	-3.91569698175458	0.242468992257669
31576	Kdm2a	2.71934410727855	0.000273877484262601
31579	Kdm3b	-2.34840878246642	0.218879287791823
31585	Kdm5a	9.60227645880116	3.28985396551798e-11
31590	Kdm6b	2.40653853949175	1
31592	Kdm7a	2.21587753555382	1.09576249923009e-06
31596	Keap1	2.84109049059025	0.612378682936918
31601	Khdc1b	-2.32159079650483	4.40910075414418e-05
31604	Khdc4	2.75234685456053	0.999999865486721
31609	Khnyn	-4.38628540616419	0.154437822718331
31615	Kif13b	-5.31590132979007	0.558433648269456
31647	Kif5b	3.6244896670496	1.70100146182729e-07
31667	Kit	-5.52905891821048	0.098254098492666
31677	Klf10	-7.47080187847307	0.00619112128243136
31679	Klf12	-3.2908848061939	0.00241802607216128
31680	Klf13	27.6340961331221	0.00246653098803024
31686	Klf3	4.27775382461078	1.92441396797913e-06
31689	Klf6	-3.64201233279336	1
31693	Klhdc1	2.89188283078695	2.42768973990643e-05
31721	Klhl3	3.50076607859969	7.93085975606854e-06
31722	Klhl30	-5.88202475819699	1.65220391906569e-08
31729	Klhl4	-3.29312398944602	0.137056696671427
31732	Klhl42	2.70924868459568	9.23856946727152e-07
31734	Klhl6	-3.07489953270133	0.0974237698645973
31770	Klk8	2.17273755823388	3.52555300189883e-10
31773	Klra1	-17.0903831865554	1
31774	Klra10	-2.63490477637891	8.71198183079965e-07
31776	Klra13-ps	-74.0996304232294	3.01040672111124e-08
31777	Klra14-ps	-29.0144397697581	1.16837766347668e-09
31780	Klra3	-12.717287501084	2.11174161149952e-06
31781	Klra4	-83.612610547168	3.32729132259213e-06
31783	Klra6	-3.06410081513396	0.195797248238021
31784	Klra7	-50.5909204837969	7.16811173248955e-05
31785	Klra8	-3.86672527593527	2.78402679535328e-11
31786	Klra9	-15.2305798014361	0.542223890121675
31787	Klrb1	-2.4253148900555	0.00146249713291017
31790	Klrb1b	-7.37811361418443	0.143806808809507
31791	Klrb1c	-125.096105717306	3.47103277277723e-05
31792	Klrb1f	-28.3197091081789	0.00127183814525756
31793	Klrc1	-21.7218975259931	0.774395873862426
31794	Klrc2	-47.7424182893127	4.72412207655787e-08
31795	Klrc3	-5.50035486862724	3.40473771420759e-05
31796	Klrd1	-79.640618037315	4.27813384997896e-07
31797	Klre1	-69.2609550893969	8.06969390594996e-12
31798	Klrg1	-14.401616239852	0.999999809769497
31802	Klri2	18.4012157920533	3.7933603140704e-09
31803	Klrk1	-198.753682654384	3.15901254943579e-06
31805	Kmt2a	2.50904014794313	2.41319004253508e-08
31807	Kmt2c	2.13563596734135	0.000115448651008029
31808	Kmt2d	16.1603674209154	1.87913889618238e-06
31809	Kmt2e	-5.57350075275214	0.796807174069752
31823	Kpna3	-3.48346192509591	0.0106190547195811
31824	Kpna4	-3.27885021688446	8.20989170471838e-05
31830	Kras	-2.45685006944823	1.63028886107788e-05
31831	Krba1	2.79603403974024	0.00225274334975399
31836	Krit1	2.69068658715231	4.31599079752016e-09
31960	Lair1	-2.23738268149622	0.000107168987097699
31974	Lamp2	-4.21155641684625	0.00900426996131905
31991	Laptm5	-54.9333208595812	3.45404842268202e-08
32001	Lars2	-23.2993106685321	4.76957453816345e-11
32002	Las1l	2.8054996768194	0.0256039695085131
32003	Lasp1	-11.8906233843694	2.99660624727393e-07
32004	Lat	36.1496186367503	8.84919206687137e-06
32005	Lat2	-16.8864762983385	1.62179907428949e-07
32007	Lats2	-2.2024050977378	0.016476732700413
32008	Lax1	-18.3002139082273	0.0730711623983711
32010	Lbh	2.81262862228398	9.97436030494254e-12
32014	Lbr	-2.81265559236889	8.77981093063594e-05
32034	Lck	17.4634871606213	0.543045995522409
32050	Lcp1	-19.2327591119746	1.71414163716036e-06
32051	Lcp2	8.62386662163885	9.87946185296764e-09
32063	Ldhb	2.76840586870853	2.39752567955284e-09
32067	Ldlr	2.79394575170571	0.117455772476547
32076	Lef1	55.4860413949096	7.93265606250192e-09
32091	Leprot	-3.1144007902911	0.000105283099648474
32092	Leprotl1	4.87392416429338	0.473708148725117
32098	Lgals1	-43.5361259892074	1
32106	Lgals8	-2.26382765382769	0.228645195591855
32148	Limd1	-5.76386080368222	0.578002091344845
32149	Limd2	77.0675411986693	0.597649126123351
32152	Limk2	3.11606016696663	1
32169	Lipa	9.72152893185927	1.78062093524625e-06
32186	Litaf	-2.38583945487639	0.273852881543595
32198	Lman2	-7.40036392152862	1.02860152547552e-09
32201	Lmbr1l	2.50968736391294	0.0296324648501817
32202	Lmbrd1	-3.73149096802576	0.0173207152429338
32233	Lnpep	-8.07892876831131	1.22688141739809e-06
32242	Lonp2	2.01750302748426	7.77717068525086e-06
32258	Lpar6	5.75014395502242	0.000610152580453867
32259	Lpcat1	2.60967159399791	0.000534280751662978
32263	Lpcat4	-3.97513370884681	0.00336661964832601
32265	Lpin1	-22.5149930391703	0.00533994187423324
32266	Lpin2	-5.73462413620667	0.0406591416492514
32270	Lpp	-4.6038321354587	0.000568300642718629
32271	Lpxn	40.1764215809881	4.34035185592876e-13
32296	Lrmp	-10.8398402248454	0.00038648264475447
32298	Lrp10	-6.70247361860389	0.561867360076542
32313	Lrpprc	3.4783883281344	0.0306943919632928
32377	Lrrc8a	5.30469304400781	2.0772768031802e-05
32379	Lrrc8c	-30.6521191316493	2.60974634663629e-10
32386	Lrrfip1	-19.4174715193994	2.38901988038638e-06
32387	Lrrfip2	-5.15484922301138	0.135402321306107
32391	Lrrk1	-16.5093641219652	0.186871799464048
32416	Lsm4	4.24062791707624	1
32423	Lsp1	-3.75006695581299	7.00791183684279e-08
32428	Lta4h	-16.8028563255604	1
32429	Ltb	54.8324897573113	0.00834371049934925
32442	Ltv1	2.71563096634898	1
32443	Luc7l	2.977743028563	6.1797848624833e-06
32445	Luc7l3	49.2144784077757	3.62507299685663e-14
32449	Luzp1	-3.17667725235037	1
32454	Ly6a	7.02428016143838	8.81890863936977e-08
32455	Ly6a2	-2.76847862099681	1
32457	Ly6c2	-28.6522686935564	0.000124915722558418
32459	Ly6e	717.970602064768	1.00827044163877e-10
32475	Ly75	2.5580354785297	1.02637155801455e-05
32477	Ly9	-4.31018695640594	1.37422555275538e-06
32483	Lyn	-8.98280009918243	4.81920168242359e-05
32493	Lypd6b	3.94736090195297	0.00301883153024023
32507	Lysmd3	-2.35497451888731	0.268099918097686
32509	Lyst	-31.7022397465565	1.11975668700523e-09
32517	Lztfl1	2.03733531126579	0.00120075004509153
32519	Lzts1	-2.81230579041094	4.21027143092605e-05
32524	M6pr	11.0284596721798	1.99216215114394e-11
32532	Macf1	-11.7505169431301	8.88829894174634e-09
32546	Madd	5.80519511222587	0.000369507938017529
32547	Maea	-5.36487360571089	9.93845410528565e-06
32549	Maf	-2.14657043152279	2.13657306494561e-07
32556	Mag	-2.4968383869903	5.79000457767298e-05
32593	Malat1	6.7867765740472	0.00020591788333783
32597	Malt1	-11.1061900410916	0.000173377891609482
32601	Maml2	4.90663013736998	2.72982510929568e-11
32610	Man2a2	3.5235092937643	0.153462562744631
32611	Man2b1	-2.04459409644554	0.391862119357889
32612	Man2b2	-2.90775347848286	8.56133337890392e-06
32613	Man2c1	2.99791469866216	0.0813253245197797
32615	Manba	-2.42232458742859	0.0741266714476954
32629	Map1lc3b	-4.32870289816056	0.999999865486721
32633	Map2k2	-2.50930525764563	0.000304819043727229
32634	Map2k3	-5.79368269677032	0.000551854070429606
32640	Map3k1	-11.0485006876065	1.42522279098883e-12
32651	Map3k3	2.91482088680334	1.46738611384689e-06
32657	Map3k8	-2.27089886179956	0.0525446979370115
32659	Map4	-6.08477299941494	0.505358977318508
32660	Map4k1	4.87994774745039	4.68738611732047e-06
32661	Map4k2	15.5568176353235	0.0341522417048396
32667	Map7	2.20880156408318	0.000306551412701318
32668	Map7d1	-4.93640388586471	1
32672	Mapk1	-2.35029039691136	1
32688	Mapk8ip3	3.38722162428098	1
32696	Mapre2	-8.86068670629828	7.03891676835083e-07
32707	Marchf7	3.78669808027528	3.29403585316291e-08
32708	Marchf8	-2.24873956897346	0.122567119649967
32717	Mark2	2.63537245864968	0.120925042463566
32722	Mars2	2.00491141185922	0.00282266366479052
32736	Mat2a	7.63421817882747	0.000349124798544521
32738	Matk	4.75771513993114	0.00103844573688248
32743	Matr3	4.47266344099368	2.98186817679653e-11
32746	Mavs	-2.38927217472125	0.944622438860238
32764	Mbnl1	6.85972326704007	0.000326967239135224
32767	Mboat1	2.81324295043754	0.00120812103910169
32773	Mbtps1	3.67390977736231	0.868824002429144
32780	Mcam	-7.74281449007534	0.0966412702734283
32799	Mcm5	-2.44176757263274	6.47528041199895e-06
32800	Mcm6	-6.65292366427012	0.000588326729430872
32804	Mcmbp	4.70079729380279	1.16581083582458e-13
32806	Mcoln1	2.55962497555446	0.203707665615066
32807	Mcoln2	-2.17641870738222	0.000141511403161636
32820	Mctp2	-6.90794200785423	0.0074766133247343
32837	Mdm2	-2.96601625193714	1
32838	Mdm4	2.18142269722445	0.536687831792529
32840	Mdn1	7.1572778560309	0.0645581725429318
32843	Me2	-5.49528884656495	0.000609295254480144
32857	Med13	-2.81169914649119	7.86354891412163e-05
32873	Med28	-2.17001596628135	0.0059394177157785
32875	Med30	-3.64777191085783	0.003302455490847
32883	Mef2a	-11.545547672613	3.30423445058729e-05
32885	Mef2c	-5.15175669865852	0.00350778362023416
32914	Mesd	2.00561874921155	0.130230209248167
32920	Metap1d	3.30386292848402	0.000242964243872736
32937	Mettl23	4.23168933574491	0.645535036212747
32941	Mettl27	2.08012795288243	0.040439019729184
32953	Mettl9	2.96684428561873	0.000230269505683366
32979	Mfsd14b	-3.63255636894036	1
32999	Mgat1	-4.82470614778395	0.409796410538447
33008	Mgat5	-3.93115386383913	0.0016882078512705
33015	Mgrn1	-4.85956127661806	0.276194220644973
33017	Mgst2	8.69825371740279	0.286267341538581
33026	Mical1	-12.7326860380698	0.00417781859162946
33034	Micu2	-2.99351616028736	1
33038	Mid1ip1	-3.09889797746527	0.000681725527580716
33044	Mier1	-3.06210260699385	1.01842346230274e-10
33592	Mirt1	-10.8512098993775	1
33599	Mitd1	4.91560443544872	0.00344165793843898
33604	Mkln1	-3.07492494788444	2.78200905733647e-05
33606	Mknk1	-2.50894606367751	0.0550653133485569
33607	Mknk2	-4.87047846044313	0.362813161874265
33617	Mlec	3.82014891000161	0.000293588807259612
33619	Mlf2	-2.05547588921088	0.00664845256271086
33632	Mlxip	-3.35931729031635	0.544895220640921
33640	Mmd	-2.06343993544302	0.000682974916654396
33645	Mmgt2	-3.73212355965045	0.144913416452759
33671	Mms19	2.90202017467616	0.290034024763943
33678	Mndal	2.60937719240927	1.23223115611875e-05
33683	Mob1a	-7.89500475561884	0.0572033576365356
33686	Mob3a	-6.96965375433666	0.0579673178282513
33718	Mosmo	-2.60462308420522	0.000142059188280276
33743	Mpp1	5.62401629072364	5.03933234525588e-09
33750	Mppe1	2.34576344597354	0.00147816807777511
33809	Mroh1	-2.44068635085075	0.0281951855112111
33850	Mrpl4	-2.37753948874884	7.69224721160415e-05
33870	Mrpl9	-2.10385683259214	0.624383514883532
33905	Mrtfb	-2.29199120648122	0.0410075042590981
33922	Ms4a4b	3.48254814871108	8.73576445831891e-07
33923	Ms4a4c	2.27919284345086	6.52646960908053e-06
33926	Ms4a6b	78.8533397431179	1.45101080102839e-05
33941	Msh6	2.44368653440625	2.43378575221075e-05
33952	Msn	29.8471777643354	0.0445413361236131
33954	Msra	7.9995027251776	3.05153498987209e-08
33968	mt-Co1	562.771593235847	0.026209549309736
33971	mt-Cytb	222.7778758803	0.000192183897951766
33972	mt-Nd1	267.697328060812	0.0265502118939159
33973	mt-Nd2	26.4272785515508	1.37546377572727e-07
33975	mt-Nd4	103.204392476867	3.20575275071539e-10
33977	mt-Nd5	94.7270352307802	1
33978	mt-Nd6	16.5634851203947	2.12887908860438e-10
34002	Mta2	-5.55930308325015	0.000145484481347764
34003	Mta3	-3.86389151745418	0.00014415840885238
34005	Mtap	3.03470149735388	0.291260417669296
34028	Mthfd1	2.87423435169703	0.556377103578872
34030	Mthfd2	4.00004829375115	0.000381581340757313
34041	Mtmr1	-2.44108565019255	0.000399280977397509
34044	Mtmr12	-5.82816544336751	0.460249808788253
34057	Mtpn	-10.8254987389556	0.204510909498385
34064	Mtss1	6.45671907634513	1.2028009363393e-07
34067	Mturn	3.64222445608353	4.20434511854793e-07
34139	Mxd1	-19.3801811376103	1
34141	Mxd4	-10.8420874664664	0.218086996290546
34146	Myadm	-2.65741931115795	0.592956029671231
34150	Mybbp1a	6.68264508900042	0.00549531023782527
34158	Myc	4.22072820657183	0.323806875589084
34160	Mycbp2	10.9610897021258	5.18598457429977e-10
34184	Myh9	5.00527334071646	0.29168673164256
34188	Myl12a	-6.59624661229697	0.0490489666279108
34193	Myl6	-59.567648729401	3.98756437820667e-11
34197	Mylip	-13.8755904882206	0.023883711562542
34215	Myo1c	-2.61001454835873	0.617651463993505
34217	Myo1e	-2.77548462914384	0.0016692513158483
34218	Myo1f	-58.1233155986752	1.87328288933669e-07
34219	Myo1g	-4.54177219329479	0.0763013227391481
34226	Myo6	-4.89740893393844	0.1831003297127
34229	Myo9a	2.25706284265131	2.60055492636069e-09
34259	N4bp1	-2.67802357212912	0.00612485978481525
34260	N4bp2	2.77626458810221	4.57629420335154e-06
34261	N4bp2l1	3.7825303452063	0.000140635316710799
34266	Naa10	2.31402746305748	0.914467896932985
34271	Naa25	3.49179804775769	1
34277	Naa60	-2.08860919232906	0.0123602198458163
34283	Nab1	-3.08175584416758	0.00796337263012766
34285	Nabp1	-5.86388810469332	0.0206884635858877
34287	Naca	7.02021925836601	1.67242327290467e-07
34290	Nacc2	2.03063111215096	1.60203690907789e-08
34291	Nadk	2.7864344078721	0.00120105649052781
34296	Naga	-2.69518251537853	8.82390978603044e-07
34297	Nagk	-3.72323035734759	0.0249967048526637
34303	Naip2	-3.81939465578471	0.00312602108829669
34306	Naip5	-2.5079678289827	2.23037733944667e-12
34318	Nap1l1	3.50159643476589	0.0836395199547475
34321	Nap1l4	8.42823058498401	0.00208285593071997
34328	Napsa	-3.79103798334997	0.0006353382602876
34330	Nars	2.26065891931842	1
34359	Nbeal2	-20.8354793885335	1.05261124245782e-08
34363	Ncald	-5.62359867565479	0.000621893856859765
34372	Ncaph2	-2.23046345305951	1.32093532158977e-05
34373	Ncbp1	4.39138145416653	0.749629969917345
34382	Nck1	-5.86481103711948	0.00079049404079402
34385	Nckap1l	-8.08543858227646	0.807508640313966
34390	Ncl	7.169007785386	0.00138435207620525
34391	Ncln	3.32120000977008	0.0201653151300272
34395	Ncoa3	3.11127432844453	0.000206447316810218
34403	Ncr1	-25.8603276081449	1.09801991538213e-19
34406	Ncstn	-2.46011842280938	9.54390104579767e-06
34410	Nde1	-2.17477850703911	0.14309347592533
34412	Ndfip1	-5.55387478821887	4.60863672785147e-07
34415	Ndnf	-2.9531750638701	0.177225483188329
34420	Ndrg3	11.7831380607609	6.23541667714132e-07
34427	Ndufa10	5.37433581094786	4.13891599649024e-07
34432	Ndufa13	3.75217384810219	8.61742880379826e-11
34433	Ndufa2	3.5870795425247	3.39201458340296e-11
34434	Ndufa3	11.6192268471026	7.06901166553339e-15
34439	Ndufa7	2.47665508630388	2.85414748966782e-10
34461	Ndufb7	-2.17493007178196	3.57148812782721e-06
34476	Ndufv1	2.73781037913146	0.000362074167548605
34478	Ndufv3	3.10674842365751	2.09174710773972e-10
34479	Neat1	-35.4041483322835	0.604511335208706
34481	Nebl	-2.08326185127648	0.154240826575986
34486	Necap2	-2.60007705520956	2.2890853447926e-06
34492	Nedd4	-8.92870096032855	0.000520567424399605
34515	Nelfb	-4.15890769122333	1.23556100127863e-06
34532	Neu1	6.14618726510214	4.70204901438336e-07
34539	Neurl3	-3.39610223996235	0.188925905276778
34554	Nfat5	-2.82102138917911	1.2237811786049e-05
34555	Nfatc1	-13.3860065895504	2.21948054276811e-05
34556	Nfatc2	-3.2536856240372	1.55212873710728e-08
34561	Nfe2l1	-2.17894517726728	0.181481346498393
34567	Nfil3	-3.07601003538918	1
34569	Nfkb1	-4.97052789076046	1
34570	Nfkb2	2.6176708942819	7.01350912000478e-06
34571	Nfkbia	4.73763423147245	0.00111574041269762
34573	Nfkbid	-2.98756887952026	0.000441822661848029
34591	Ngly1	3.502781577095	0.000496934519306293
34622	Nipbl	2.44235048064818	2.43137743087613e-06
34627	Nisch	10.3746657182634	0.031945135397626
34639	Nkg7	-251.507465906162	0.0012879632557973
34644	Nktr	-5.13089247189759	6.27451912724715e-07
34661	Nlk	3.45047719118203	3.53548070385816e-09
34664	Nlrc3	-4.4322023171235	0.00220734611128394
34666	Nlrc5	7.39325626907207	0.718047016485219
34691	Nmd3	2.25435148085251	0.237592913827606
34718	Nob1	2.26802629498411	1
34724	Nod1	-17.9968875364919	1
34728	Nol11	2.96395956425696	0.070444922616714
34737	Nolc1	3.28404084662236	0.272003436574281
34740	Nono	2.95925406364681	1.33695580716046e-05
34741	Nop10	4.57078480659167	2.31742008742425e-09
34744	Nop2	2.70449612640575	0.0758683665392105
34745	Nop53	6.41091291627602	0.00800455138913413
34746	Nop56	7.22998834133956	0.201222868556288
34747	Nop58	4.30307223767832	0.999999865486721
34756	Notch2	-6.95367898826318	0.0690109955001897
34777	Npc1	-2.62955500853314	0.999999865486721
34779	Npc2	13.3263076318046	1.33193800832401e-08
34795	Npm1	19.6661448422204	1.57460284507306e-05
34810	Nptn	-20.3592330230164	4.66658930600114e-06
34823	Nqo2	-2.92639807646219	0.999999865486721
34828	Nr1h2	-3.42556723833765	0.000295060161050593
34843	Nr3c1	-2.11193933300652	0.999999809769497
34855	Nrarp	-2.00290257247781	0.0155502099405155
34856	Nras	3.8651554240276	2.11283316542128e-08
34858	Nrbp1	-3.04597429628785	0.485434091766785
34892	Nsd1	3.17298189730216	2.1031472274067e-11
34893	Nsd2	-3.91846205743032	1
34894	Nsd3	4.64546139923273	1.18301174860471e-05
34899	Nsg2	6.91806762988003	3.73196472266416e-10
34901	Nsmaf	-14.7279660510165	0.997603686077156
34902	Nsmce1	3.6739519017657	3.80867761418928e-05
34906	Nsmf	-6.28425666791909	0.541494797262669
34908	Nsun2	3.606522569056	0.769425201957242
34941	Ntrk3	2.65451263988425	0.00146620354637414
34946	Nuak2	-2.68548152540012	0.00639713235088247
34951	Nucb1	-11.4831775147074	1.2474147747179e-10
34977	Nudt4	-2.4240112896158	0.926964756016871
34992	Nup153	2.33332717510574	2.22810764606246e-08
34997	Nup210	-13.0490702847534	0.0035477680079684
35003	Nup50	-4.59052975671538	0.0730789995689301
35008	Nup88	-2.13679977263736	1
35022	Nvl	2.73780972312343	7.81666303417317e-10
35025	Nxf1	4.73835037692806	0.0992464870855153
35034	Nxpe3	2.29442137879656	0.000330884413415926
35056	Oas2	3.57665948216459	4.92527713061606e-05
35059	Oasl2	2.28802803333532	0.957804731563834
35060	Oat	2.28766936339122	0.177785267113376
35105	Ociad1	-3.95186737513552	7.99666148329129e-08
35126	Ogdh	-3.42398991288953	2.18637614449724e-05
35135	Ogt	14.4977112419649	6.10916506251058e-15
35137	Oip5os1	-7.10420009618805	3.10854415490924e-12
36533	Orai2	8.44806105916309	0.00152735312894749
36534	Orai3	-4.6340596465831	0.000699547924162034
36547	Os9	-6.82998520583149	7.86708559431479e-11
36554	Osbpl3	-38.1080744919926	5.52289921416387e-08
36555	Osbpl5	-10.946073864078	0.0257780102442136
36558	Osbpl8	-4.27503069402664	8.19511787417703e-09
36559	Osbpl9	4.47136922677212	0.0129252735707536
36563	Osgep	2.88560672253583	0.0625924060971724
36573	Ostf1	-18.8038092277189	0.00809213540079574
36574	Ostm1	-5.33538858521981	0.000302196356677354
36599	Otulinl	3.16777974439838	0.0710375683500615
36610	Oxct1	6.09401768800538	0.119615508244362
36624	P2rx4	2.41237066666367	0.000182102871951434
36627	P2rx7	3.98098894555168	7.7750601478097e-07
36629	P2ry10	-6.21821912560557	0.999999809769497
36644	P4hb	-10.0396325930139	8.48530633091506e-07
36646	Pa2g4	3.09860285397405	0.000187169271036116
36647	Pabpc1	7.88220454423269	0.0665370417939024
36659	Pacsin1	6.17180636900467	0.239698575433133
36660	Pacsin2	-7.22908274541833	1
36663	Padi2	-13.4747162115834	0.0105097173778017
36671	Pafah1b2	-3.17405043452338	0.00015018724704772
36674	Pag1	4.02175795012834	0.105220423365122
36691	Pald1	-3.91250382503791	0.00623298454889549
36705	Pank4	3.45878203798441	7.21104846582872e-09
36736	Park7	3.57139021744755	0.000167192577517139
36740	Parp1	2.37394854374899	0.00185136730299817
36741	Parp10	2.54834567196301	0.0367628167550506
36742	Parp11	5.5161158622871	0.0640854251868613
36747	Parp3	2.9125519499594	0.0173080637864558
36751	Parp9	4.5048960848905	0.275260182047506
36757	Parvg	5.77010628040869	1.29219659959843e-07
36772	Patj	3.82235318207613	6.36639422703961e-10
36775	Patz1	2.34515298061804	0.999999865486721
36788	Paxbp1	2.74422155235805	0.193956067382298
36802	Pbxip1	-6.45333661445619	0.00523676924686509
36807	Pcbp2	2.28329344177361	1
36877	Pced1b	2.37827797985561	1.1421879861481e-05
36883	Pcgf5	3.03217986467899	5.82953521795275e-06
36884	Pcgf6	-5.73896454306246	4.65118799164288e-07
36892	Pcmt1	-2.77935707492992	1
36893	Pcmtd1	-2.36422818367004	1.60462909950253e-06
36918	Pctp	-2.24879413912149	0.013203932485372
36924	Pcyt2	5.16465315022637	4.8418120953504e-05
36927	Pdcd1	-2.22493171903606	6.89695569808643e-08
36936	Pdcd6ip	-10.3272581392133	0.00908768919370482
36949	Pde3b	3.5900179847006	0.00118226962165683
36950	Pde4a	-2.57845330644199	0.299891751765885
36951	Pde4b	6.94338415039227	0.462755765747038
36953	Pde4d	2.02299282916441	1
36969	Pdgfb	-4.78563791736884	5.27095792228317e-06
36975	Pdha1	7.39346745546346	0.000364797396988904
36977	Pdhb	2.22636046410016	0.150217862177596
36981	Pdia4	-4.50584192888671	0.00336455048183397
36986	Pdk1	50.2639917879381	3.97488017644171e-12
36990	Pdlim1	3.61483169355093	0.0295942627234755
36993	Pdlim4	4.89313060866015	1.63026685158291e-16
37003	Pds5b	-2.2187866638074	2.76489527590824e-08
37024	Pea15a	-8.66841752457755	0.000665815004280974
37026	Peak1	-19.4685789999714	0.793463472544902
37028	Pear1	-17.0846724992748	0.655634749037148
37031	Pecam1	17.2305058379412	6.2279826881984e-09
37038	Peli1	14.7162036693704	1.42605575006451e-06
37064	Pex2	-3.4053169777672	0.393012171210542
37076	Pfdn5	31.8816042918241	6.01462585210639e-10
37084	Pfkp	-19.0425192755575	6.09491464134088e-05
37085	Pfn1	-33.7248568451815	4.37514830358733e-06
37095	Pgam5	2.49285061282417	0.442800639730394
37111	Pglyrp1	-7.42256572468233	0.0609281998970751
37127	Pgs1	3.64360764874691	1
37130	Phactr3	-5.74647144373448	1.91914954759092e-07
37134	Phb2	2.18805312074974	0.0199984745112164
37146	Phf11c	3.3703865730789	0.00430487665269638
37155	Phf20l1	-4.36325041981704	3.27614304464823e-09
37207	Pias1	3.85423728245477	2.39345770364498e-05
37209	Pias3	-4.90254159717846	0.999999865486721
37212	Picalm	-4.65007977748086	3.65218196373923e-06
37223	Pigc	-2.09570860871371	0.00708818517200074
37235	Pigs	-2.4190336433575	3.14480562775661e-06
37238	Pigv	-5.16361061719126	0.00783735593282392
37246	Pik3ap1	-20.9126474400194	0.00815146317525142
37247	Pik3c2a	2.88077374083491	3.50951465005244e-06
37252	Pik3cb	-2.1278364160685	0.000937404940345957
37253	Pik3cd	11.6825199418456	0.261739049428939
37254	Pik3cg	-9.32772394199056	0.999999809769497
37255	Pik3ip1	21.5113257977741	4.16996092465235e-11
37256	Pik3r1	-10.014443777326	0.978871432832327
37260	Pik3r5	-14.8797842426729	1
37266	Pim1	-2.36898875545038	0.472311028668181
37278	Pip4k2a	2.99173302122285	3.74145871372496e-05
37282	Pip4p2	-3.14044184381876	0.00673329663641038
37299	Pitpnc1	-10.7527132896328	1.23283230236035e-09
37300	Pitpnm1	-6.15109850265726	0.000503507211331265
37305	Pitrm1	2.91391257944903	0.432641330970715
37315	Pkd1	5.53544113594096	0.223658187772882
37330	Pkm	-17.0512354828039	5.66103294224961e-13
37335	Pknox1	4.39524060972756	0.0361073639977373
37407	Plcb2	2.04920378473276	1.91703874593957e-05
37414	Plcg1	15.1139446121987	1.91497429651779e-06
37415	Plcg2	-14.7175218309586	1.01512456385148e-09
37421	Plcxd2	3.90119380594959	0.806998567503989
37426	Pld3	-6.88390016066233	2.18028592288363e-07
